0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.07854,0,0,0,0
0.15708,0,0,0,0
0.23562,0,0,0,0
0.31416,0,0,0,0
0.3927,0,0,0,0
0.47124,0,0,0,0
0.54978,0,0,0,0
0.62832,0,0,0,0
0.70686,0,0,0,0
0.7854,0,0,0,0
0.86394,0,0,0,0
0.94248,0,0,0,0
1.021,0,0,0,0
1.0996,0,0,0,0
1.1781,0,0,0,0
1.2566,0,0,0,0
1.3352,0,0,0,0
1.4137,0,0,0,0
1.4923,0,0,0,0
1.5708,0,0,0,0
1.4923,0,0,0,0
1.4137,0,0,0,0
1.3352,0,0,0,0
1.2566,0,0,0,0
1.1781,0,0,0,0
1.0996,0,0,0,0
1.021,0,0,0,0
0.94248,0,0,0,0
0.86394,0,0,0,0
0.7854,0,0,0,0
0.70686,0,0,0,0
0.62832,0,0,0,0
0.54978,0,0,0,0
0.47124,0,0,0,0
0.3927,0,0,0,0
0.31416,0,0,0,0
0.23562,0,0,0,0
0.15708,0,0,0,0
0.07854,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0.07854,0,0,0
0,0.15708,0,0,0
0,0.23562,0,0,0
0,0.31416,0,0,0
0,0.3927,0,0,0
0,0.47124,0,0,0
0,0.54978,0,0,0
0,0.62832,0,0,0
0,0.70686,0,0,0
0,0.7854,0,0,0
0,0.86394,0,0,0
0,0.94248,0,0,0
0,1.021,0,0,0
0,1.0996,0,0,0
0,1.1781,0,0,0
0,1.2566,0,0,0
0,1.3352,0,0,0
0,1.4137,0,0,0
0,1.4923,0,0,0
0,1.5708,0,0,0
0,1.4923,0,0,0
0,1.4137,0,0,0
0,1.3352,0,0,0
0,1.2566,0,0,0
0,1.1781,0,0,0
0,1.0996,0,0,0
0,1.021,0,0,0
0,0.94248,0,0,0
0,0.86394,0,0,0
0,0.7854,0,0,0
0,0.70686,0,0,0
0,0.62832,0,0,0
0,0.54978,0,0,0
0,0.47124,0,0,0
0,0.3927,0,0,0
0,0.31416,0,0,0
0,0.23562,0,0,0
0,0.15708,0,0,0
0,0.07854,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0.01,0,0
0,0,0.02,0,0
0,0,0.03,0,0
0,0,0.04,0,0
0,0,0.05,0,0
0,0,0.06,0,0
0,0,0.07,0,0
0,0,0.08,0,0
0,0,0.09,0,0
0,0,0.1,0,0
0,0,0.11,0,0
0,0,0.12,0,0
0,0,0.13,0,0
0,0,0.14,0,0
0,0,0.15,0,0
0,0,0.16,0,0
0,0,0.161,0,0
0,0,0.162,0,0
0,0,0.163,0,0
0,0,0.164,0,1
0,0,0.163,0,1
0,0,0.162,0,1
0,0,0.161,0,1
0,0,0.160,0,1
0,0,0.15,0,1
0,0,0.14,0,1
0,0,0.13,0,1
0,0,0.12,0,1
0,0,0.11,0,1
0,0,0.1,0,1
0,0,0.09,0,1
0,0,0.08,0,1
0,0,0.07,0,1
0,0,0.06,0,1
0,0,0.05,0,1
0,0,0.04,0,1
0,0,0.03,0,1
0,0,0.02,0,1
0,0,0.01,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0.07854,1
0,0,0,0.15708,1
0,0,0,0.23562,1
0,0,0,0.31416,1
0,0,0,0.3927,1
0,0,0,0.47124,1
0,0,0,0.54978,1
0,0,0,0.62832,1
0,0,0,0.70686,1
0,0,0,0.7854,1
0,0,0,0.86394,1
0,0,0,0.94248,1
0,0,0,1.021,1
0,0,0,1.0996,1
0,0,0,1.1781,1
0,0,0,1.2566,1
0,0,0,1.3352,1
0,0,0,1.4137,1
0,0,0,1.4923,1
0,0,0,1.5708,1
0,0,0,1.4923,1
0,0,0,1.4137,1
0,0,0,1.3352,1
0,0,0,1.2566,1
0,0,0,1.1781,1
0,0,0,1.0996,1
0,0,0,1.021,1
0,0,0,0.94248,1
0,0,0,0.86394,1
0,0,0,0.7854,1
0,0,0,0.70686,1
0,0,0,0.62832,1
0,0,0,0.54978,1
0,0,0,0.47124,1
0,0,0,0.3927,1
0,0,0,0.31416,1
0,0,0,0.23562,1
0,0,0,0.15708,1
0,0,0,0.07854,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
